Computed in WSL

# pipes:  9
0 geometry_built, time used:  21.18040633201599
0 number of points:  7826
        residual = 0.16402117574286468, iter = 20,      time = 0.0 mins
        residual = 0.12798348621129368, iter = 40,      time = 0.0 mins
        residual = 0.10036167642959916, iter = 60,      time = 0.0 mins
        residual = 0.09260846982170938, iter = 80,      time = 0.0 mins
        residual = 0.08572173199067656, iter = 100,     time = 0.0 mins
        residual = 0.07881878933959861, iter = 120,     time = 0.0 mins
        residual = 0.06405464823855571, iter = 140,     time = 0.0 mins
        residual = 0.06272988988273791, iter = 160,     time = 0.0 mins
        residual = 0.06180687489542649, iter = 180,     time = 0.0 mins
        residual = 0.06118364618080958, iter = 200,     time = 0.0 mins
        residual = 0.06048585086908875, iter = 220,     time = 0.0 mins
        residual = 0.04606472123376675, iter = 240,     time = 0.0 mins
        residual = 0.04106847123953718, iter = 260,     time = 0.0 mins
        residual = 1.1077572090538132e-09,      iter = 280,     time = 0.0 mins
        residual = 1.9170107916927303e-10,      iter = 300,     time = 0.0 mins
        residual = 0.17296587924117368, iter = 20,      time = 0.0 mins
        residual = 0.12945063579095245, iter = 40,      time = 0.0 mins
        residual = 0.08691797531510208, iter = 60,      time = 0.0 mins
        residual = 0.07223638917784349, iter = 80,      time = 0.0 mins
        residual = 0.06051503138259155, iter = 100,     time = 0.0 mins
        residual = 0.049045262525678125,        iter = 120,     time = 0.0 mins
        residual = 0.04271443224423943, iter = 140,     time = 0.0 mins
        residual = 0.036693165732419895,        iter = 160,     time = 0.0 mins
        residual = 0.03154401184326371, iter = 180,     time = 0.0 mins
        residual = 0.026491457555727144,        iter = 200,     time = 0.0 mins
        residual = 0.024546479546601396,        iter = 220,     time = 0.0 mins
        residual = 0.018022979212669727,        iter = 240,     time = 0.0 mins
        residual = 0.006697309471462663,        iter = 260,     time = 0.0 mins
        residual = 5.940476954016573e-10,       iter = 280,     time = 0.0 mins
7 solver built, time used:  95.77247428894043 n omegas:  2
